"ISO","ID","HORI","TOP","BOT","SAMPLENO","SIO2","AL2O3","FE2O3","CAO","MGO","K2O","NA2O","TIO2","MNO2","P2O5","IGN","TOTAL","RATIOSIAL","RATIOSIFE","RATIOSIR","RATIOALFE","SOELREM","EDITDATE","VERIFIED"
"ZA",18,5,80,90,"750108",53.1,27.6,7.4,0,0.88,3.57,,0.81,0.01,0.12,7.5,101,3.3,19,2.8,5.8,"","26.03.2004","OSP"
"ZA",18,6,90,110,"750109",59.8,26.1,3.3,0,0.79,3.86,,0.78,0.01,0.15,6.7,101.5,3.9,18.1,3.6,12.4,"","26.03.2004","OSP"
"ZA",19,1,0,15,"750110",50.5,29.2,7.6,0.04,1.12,2.33,,1.2,0.08,0.15,9,102.2,2.9,17.7,2.5,6,"","26.03.2004","OSP"
"ZA",19,2,15,30,"750111",49.3,29,8.3,0.05,1.07,2.25,,1.12,0.13,0.24,10.2,101.8,2.9,15.8,2.4,5.5,"","26.03.2004","OSP"
"ZA",19,3,30,50,"750112",49,29,8.5,0.09,1.06,2.18,,1.11,0.17,0.28,10.1,101.5,2.9,15.4,2.4,5.4,"","26.03.2004","OSP"
"ZA",19,4,50,70,"750113",46.7,29.6,7.8,0.09,1.13,2.19,,1.06,0.06,0.16,11.3,99.5,2.7,15.9,2.3,5.9,"","26.03.2004","OSP"
"ZA",19,5,70,90,"750114",49.9,29.8,7.3,0.07,1.12,2.42,,1.23,0.07,0.11,9.9,101.6,2.8,18.2,2.5,6.4,"","26.03.2004","OSP"
"ZA",19,6,90,115,"750115",49.9,29.1,6.6,0.07,1.12,2.52,,1.22,0.08,0.09,9.8,101.2,,20.2,,,"","26.03.2004","OSP"
"ZA",20,1,0,15,"750116",26.2,39.1,16.6,0.03,0.52,0.46,,1.29,0.05,0.32,17.4,102,1.1,4.2,0.9,3.7,"","26.03.2004","OSP"
"ZA",20,2,15,37,"750117",25.7,38.3,16.5,0.04,0.52,0.49,,1.26,0.05,0.33,17.2,100.3,1.1,4.2,0.9,3.6,"","26.03.2004","OSP"
"ZA",20,3,37,60,"750118",29,39.2,16.9,0.02,0.48,0.42,,1.3,0.04,0.22,18.4,101,1.3,4.6,1,3.6,"","26.03.2004","OSP"
"ZA",20,4,60,80,"750119",23,39.3,17,0,0.43,0.41,,1.3,0.04,0.23,18.5,100.2,1,3.6,0.8,3.6,"","26.03.2004","OSP"
"ZA",20,5,80,100,"750120",23.9,39.1,16.6,0.01,0.4,0.4,,1.32,0.04,0.22,17.8,99.9,1,3.8,0.8,3.7,"","26.03.2004","OSP"
"ZA",20,6,100,120,"750121",24.8,38.6,17,0.01,0.38,0.43,,1.28,0.05,0.2,17.5,100.2,1.1,3.9,0.8,3.6,"","26.03.2004","OSP"
"ZA",20,7,120,140,"750122",25,39.4,17.2,0.01,0.41,0.56,,1.27,0.05,0.17,16.6,100.7,1.1,3.9,0.8,3.6,"","26.03.2004","OSP"
"ZA",21,1,0,20,"750123",26,36.9,14.4,0.01,0.45,0.18,,1.37,0.03,0.24,18.3,,1.2,4.6,1,3.9,"","29.03.2004","OSP"
"ZA",21,2,20,40,"750124",28.3,39.2,15.3,0.01,0.49,0.18,,1.5,0.03,0.2,18,,1.2,4.9,1,4,"","29.03.2004","OSP"
"ZA",21,3,40,60,"750125",26.5,38.2,15.5,0.01,0.54,0.17,,1.44,0.03,0.17,18.5,,1.2,4.6,0.9,3.9,"","29.03.2004","OSP"
"ZA",21,4,60,80,"750126",25.6,34.6,13.4,0,0.34,0.16,,1.26,0.02,0.15,25.9,,1.2,5.1,1,4.1,"","29.03.2004","OSP"
"ZA",21,5,80,100,"750127",26.1,38.3,15.6,0,0.45,0.19,,1.46,0.02,0.14,18.4,,1.2,4.4,0.9,3.8,"","29.03.2004","OSP"
"ZA",21,6,100,120,"750128",25.6,38.5,15.2,0,0.35,0.2,,1.32,0.02,0.16,18.7,,1.1,4.5,0.9,4,"","29.03.2004","OSP"
"ZA",21,7,120,140,"750129",24.6,38.9,15.7,0,0.31,0.26,,1.35,0.02,0.16,18.4,,1.1,4.1,0.8,3.9,"","29.03.2004","OSP"
"ZA",21,8,140,160,"750130",27.2,39.1,15,0,0.33,0.29,,1.27,0.02,0.16,17.7,,1.2,4.8,1,4.1,"","29.03.2004","OSP"
"ZA",21,9,160,180,"750131",30.4,38.3,14.1,0,0.31,0.38,,1.22,0.02,0.12,16.8,,1.4,5.7,1.1,4.2,"","29.03.2004","OSP"
