"ISO","ID","HORI","TOP","BOT","SAMPLENO","SIO2","AL2O3","FE2O3","CAO","MGO","K2O","NA2O","TIO2","MNO2","P2O5","IGN","TOTAL","RATIOSIAL","RATIOSIFE","RATIOSIR","RATIOALFE","SOELREM","EDITDATE","VERIFIED","CODETYPE"
"KE",15,5,62,86,"800274",50.8,23,13,0.34,0.27,1.77,,1.32,0.64,0.06,10.1,101.3,3.7,10.4,2.8,2.8,"","30.03.1995","","KE0155"
"KE",15,6,86,110,"800275",47.1,22.7,13.2,0.34,0.26,1.61,,1.33,0.65,0.06,10.1,97.4,3.5,9.5,2.6,2.7,"","30.03.1995","","KE0156"
"KE",15,7,110,150,"800276",46,22.4,15,0.32,0.28,1.63,,1.28,0.96,0.05,10.1,98,3.5,8.2,2.4,2.3,"","30.03.1995","","KE0157"
"KE",15,8,150,210,"800277",45,26.3,15.3,0.31,0.27,1.3,,1.36,0.44,0.06,10.5,100.8,2.9,7.8,2.1,2.7,"","30.03.1995","","KE0158"
"KE",16,1,0,10,"800279",41.1,22.2,13.1,0.64,0.36,1.2,,1.44,0.57,0.18,19.8,100.6,3.1,8.4,2.3,2.7,"","30.03.1995","","KE0161"
"KE",16,2,10,35,"800280",41.1,24.5,14.2,0.17,0.23,1.09,,1.51,0.52,0.11,14.7,98.1,2.8,7.7,2.1,2.7,"","30.03.1995","","KE0162"
"KE",16,3,35,80,"800281",41.7,26.5,14.3,0.15,0.21,0.88,,1.5,0.33,0.07,12.3,97.9,2.7,7.8,2,2.9,"","30.03.1995","","KE0163"
"KE",16,4,80,120,"800282",40.1,30,14.8,0.06,0.19,0.43,,1.56,0.15,0.06,12.5,99.9,2.3,7.2,1.7,3.2,"","30.03.1995","","KE0164"
"KE",17,1,0,10,"800022",66.8,10.5,6.2,1.32,0.37,0.45,,0.58,0.21,0.1,14.7,101.2,10.8,28.7,7.8,2.7,"","24.01.1996","OSP","KE0171"
"KE",17,2,10,20,"800023",69.7,11.5,6.6,0.92,0.4,0.56,,0.69,0.12,0.09,8.8,99.4,10.3,28.1,7.5,2.7,"","24.01.1996","OSP","KE0172"
"KE",17,3,60,70,"800024",72.5,11.2,6.1,1.05,0.4,0.62,,0.69,0.17,0.11,8,100.8,11,31.6,8.2,2.9,"","24.01.1996","OSP","KE0173"
"KE",17,4,110,120,"800025",68.3,16.8,5.8,1.12,0.47,1.15,,0.65,0.02,0.09,6,100.4,6.9,31.4,5.7,4.5,"","24.01.1996","OSP","KE0174"
"KE",17,5,140,150,"800026",72.3,11.4,6.5,0.66,0.36,0.62,,0.7,0.11,0.07,8.8,101.5,10.8,29.6,7.9,2.8,"","24.01.1996","OSP","KE0175"
"KE",18,1,0,10,"800037",81.5,6.3,3.4,0.37,0.18,0.53,,0.55,0.09,0.05,6.4,99.4,22,63.8,16.3,2.9,"","25.01.1996","OSP","KE0181"
"KE",18,2,10,20,"800038",82.9,5.9,3.2,0.33,0.16,0.58,,0.59,0.08,0.03,5.4,99.2,23.8,69,17.7,2.9,"","25.01.1996","OSP","KE0182"
"KE",18,3,20,30,"800039",82.4,7.1,3.8,0.3,0.16,0.54,,0.6,0.03,0.03,5,100,19.7,57.7,14.7,2.9,"","25.01.1996","OSP","KE0183"
"KE",18,4,30,40,"800040",80.5,8.7,4.7,0.32,0.17,0.5,,0.58,0.02,0.03,6,101.5,15.7,45.6,11.7,2.9,"","25.01.1996","OSP","KE0184"
"KE",18,5,50,60,"800041",72.9,11,5.8,0.36,0.24,0.47,,0.63,0.03,0.03,7.5,99,11.2,33.5,8.4,3,"","25.01.1996","OSP","KE0185"
"KE",18,6,60,70,"800042",76.1,10,5.4,0.31,0.2,0.39,,0.54,0.01,0.03,6.4,99.4,12.9,37.5,9.6,2.9,"","25.01.1996","OSP","KE0186"
"KE",19,1,10,20,"800043",86.1,5.6,2.9,0.2,0.1,0.56,,0.6,0.02,0.03,4.7,100.8,26.1,79,19.6,3,"","25.01.1996","OSP","KE0191"
"KE",19,2,30,40,"800044",86.1,5.3,3.5,0.14,0.08,0.46,,0.54,0.01,0.02,4.5,100.7,27.6,65.5,19.4,2.4,"","25.01.1996","OSP","KE0192"
"KE",19,3,60,90,"800045",57.3,19.8,9.8,0.43,0.33,0.44,,0.8,0.01,0.04,11.2,100.2,4.9,15.6,3.7,3.2,"","25.01.1996","OSP","KE0193"
"KE",20,1,10,20,"800052",52.7,12.8,4.2,0.21,0.18,0.74,,0.63,0.03,0.19,28,99.7,7,33.4,5.8,4.8,"","30.03.1995","","KE0201"
"KE",20,2,20,30,"800053",70.3,11.4,4.4,0.14,0.13,1.75,,0.82,0.03,0.04,9.7,98.7,10.5,42.5,8.4,4.1,"","30.03.1995","","KE0202"
"KE",20,3,30,40,"800054",69.4,9.2,10.1,0.13,0.08,2.46,,0.72,0.03,0.02,6.1,98.2,12.8,18.3,7.5,1.4,"","30.03.1995","","KE0203"
"KE",20,4,45,55,"800055",37.6,8.6,43.2,0.09,0.06,1.51,,0.56,0.06,0.05,10.2,101.9,7.4,2.3,1.8,0.3,"","30.03.1995","","KE0204"
"KE",20,5,70,80,"800056",38.1,14.3,33.4,0.2,0.15,1.13,,0.82,0.03,0.04,12.1,100.3,4.5,3,1.8,0.7,"","30.03.1995","","KE0205"
"KE",20,6,130,140,"800057",59.6,18.4,9.8,0.31,0.21,1.39,,0.98,0.03,0.02,9.2,99.9,5.5,16.2,4.1,2.9,"","30.03.1995","","KE0206"
"ZM",1,1,0,3,"740053",96.1,0.4,0,0.01,0,0.01,,0.03,0,0,2.3,98.9,407.7,,407.7,,"","27.12.1994","","ZM0011"
"ZM",1,2,0,10,"770054",96.8,0.3,0,0,0,0.01,,0.04,0,0,2.7,99.9,547.6,,547.6,,"","27.12.1994","","ZM0012"
"ZM",1,3,10,28,"770055",98.8,0.3,0,0,0,0,,0.04,0,0,1.4,100.5,558.9,,558.9,,"","27.12.1994","","ZM0013"
"ZM",1,4,28,47,"770056",98.9,0.3,0,0,0,0,,0.03,0,0,0.7,99.9,559.5,,559.5,,"","27.12.1994","","ZM0014"
"ZM",1,5,47,59,"770057",98.5,0.4,0.1,0,0,0,,0.04,0,0,0.6,99.6,417.9,2622.3,360.5,6.3,"","27.12.1994","","ZM0015"
"ZM",1,6,59,74,"770058",99,0.4,0,0,0,0,,0.04,0,0,0.5,99.9,420,,420,,"","27.12.1994","","ZM0016"
"ZM",1,7,74,88,"770059",98.2,0.5,0.1,0,0,0,,0.04,0,0,0.9,99.7,333.3,2614.3,295.6,7.8,"","27.12.1994","","ZM0017"
"ZM",1,8,88,104,"770060",97.6,0.7,0.1,0,0,0,,0.06,0,0,1.3,99.8,236.6,2598.3,216.9,11,"","27.12.1994","","ZM0018"
"ZM",1,9,104,120,"770061",97.9,0.7,0,0,0,0.01,,0.06,0,0,1,99.7,237.4,,237.4,,"","27.12.1994","","ZM0019"
"ZM",1,10,120,140,"770062",90,0.7,0,0,0,0.01,,0.07,0,0,8.9,99.7,218.2,,218.2,,"","27.12.1994","","ZM001a"
"ZM",2,1,0,7,"770063",86.5,8.5,4.9,0.03,0.01,0.21,,0.73,0.03,0.08,0,101,17.3,47,12.6,2.7,"","27.12.1994","","ZM0021"
"ZM",2,2,7,20,"770064",87.5,7.5,4.7,0.08,0.03,0.2,,0.74,0.03,0.09,0,100.9,19.8,49.6,14.1,2.5,"","27.12.1994","","ZM0022"
"ZM",2,3,20,40,"770065",84.3,10.1,5.3,0.01,0.01,0.22,,0.78,0.02,0.04,0,100.8,14.2,42.3,10.6,3,"","27.12.1994","","ZM0023"
"ZM",2,4,40,70,"770066",83,10.8,5.4,0,0,0.23,,0.79,0.01,0.04,0,100.3,13,40.9,9.9,3.1,"","27.12.1994","","ZM0024"
"ZM",2,5,70,100,"770067",83.3,10.9,5.4,0,0.01,0.23,,0.81,0.01,0.02,0,100.7,13,41.1,9.9,3.2,"","27.12.1994","","ZM0025"
"ZM",2,6,100,130,"770068",83.4,10.6,5.4,0,0.02,0.23,,0.8,0.01,0.02,0,100.5,13.4,41.1,10.1,3.1,"","27.12.1994","","ZM0026"
"ZM",2,7,130,155,"770069",82.4,10.6,5.3,0,0.02,0.23,,0.8,0.01,0.02,0,99.4,13.2,41.4,10,3.1,"","27.12.1994","","ZM0027"
"ZM",3,1,0,17,"770070",85.2,8.3,2.8,0.04,0.07,0.8,,0.4,0.05,0.02,4.5,102.2,17.4,81,14.3,4.6,"","27.12.1994","","ZM0031"
"ZM",3,2,17,28,"770071",83.7,9.5,3.2,0.05,0.08,0.91,,0.44,0.05,0.02,4.8,102.8,15,69.6,12.3,4.7,"","27.12.1994","","ZM0032"
"ZM",3,3,28,45,"770072",76.3,14.6,4.1,0.03,0.1,0.82,,0.57,0.03,0.03,6.1,102.7,8.9,49.5,7.5,5.6,"","27.12.1994","","ZM0033"
"ZM",3,4,45,60,"770073",74.2,15.6,4.2,0.03,0.07,0.75,,0.59,0.02,0.02,6.3,101.8,8.1,47,6.9,5.8,"","27.12.1994","","ZM0034"
"ZM",3,5,60,80,"770074",74.7,15.5,4.2,0.01,0.08,0.78,,0.58,0.02,0.01,6,101.9,8.2,47.3,7,5.8,"","27.12.1994","","ZM0035"
"ZM",3,6,80,120,"770075",77,13.8,3.8,0.01,0.08,0.8,,0.56,0.02,0.01,5.4,101.5,9.5,53.9,8.1,5.7,"","27.12.1994","","ZM0036"
"ZM",3,7,120,0,"770076",58.8,20.1,7.5,0.87,1.22,3.8,,0.77,0.12,0.13,8.1,101.4,5,20.9,4,4.2,"","27.12.1994","","ZM0037"
"ZM",4,1,0,6,"770077",49.7,19.6,15.1,0.08,0.1,0.18,,4.53,0.18,0.09,11.4,101,4.3,8.8,2.9,2,"","27.12.1994","","ZM0041"
"ZM",4,2,6,12,"770078",47.2,20.8,15.3,0.07,0.1,0.16,,4.32,0.17,0.07,11,99.2,3.9,8.2,2.6,2.1,"","27.12.1994","","ZM0042"
"ZM",4,3,12,30,"770079",48.5,22.4,16,0.05,0.13,0.15,,4.27,0.17,0.07,10.5,102.2,3.7,8.1,2.5,2.2,"","27.12.1994","","ZM0043"
"ZM",4,4,30,54,"770080",46.3,23.3,15.9,0.04,0.1,0.14,,4.04,0.15,0.06,10.5,100.5,3.4,7.8,2.4,2.3,"","27.12.1994","","ZM0044"
"ZM",4,5,54,80,"770081",47.9,21.9,15.8,0.02,0.09,0.05,,4.29,0.15,0.05,9.6,99.9,3.7,8.1,2.5,2.2,"","27.12.1994","","ZM0045"
"ZM",4,6,80,110,"770082",47,23,15.8,0.01,0.09,0.05,,4.19,0.14,0.04,10,100.3,3.5,7.9,2.4,2.3,"","27.12.1994","","ZM0046"
"ZM",4,7,110,150,"770083",91,4.1,1,0.05,0.06,0,,0.32,0.02,0.03,4.2,100.8,37.7,242.3,32.6,6.4,"","27.12.1994","","ZM0047"
"ZM",5,1,0,12,"770084",88,6.5,1.6,0,0.01,0.06,,0.47,0.01,0.03,4,100.7,23,146.4,19.9,6.4,"","27.12.1994","","ZM0051"
"ZM",5,2,12,32,"770085",85.8,7.8,1.7,0,0.02,0.06,,0.51,0.01,0.01,3.6,99.5,18.7,134.4,16.4,7.2,"","27.12.1994","","ZM0052"
"ZM",5,3,32,50,"770086",84.7,9.9,2,0,0.03,0.08,,0.6,0,0.01,4.2,101.5,14.5,112.7,12.9,7.8,"","27.12.1994","","ZM0053"
"ZM",5,4,50,70,"770087",82.8,10.2,2,0,0.02,0.08,,0.62,0,0.01,4.3,100,13.8,110.2,12.2,8,"","27.12.1994","","ZM0054"
"ZM",5,5,72,106,"770088",82.1,10.8,2.1,0,0.02,0.08,,0.67,0,0.01,4.3,100.1,12.9,104.1,11.5,8.1,"","27.12.1994","","ZM0055"
"ZM",5,6,106,130,"770089",82.1,10.9,2.2,0,0.02,0.09,,0.69,0,0.01,4.2,100.2,12.8,99.3,11.3,7.8,"","27.12.1994","","ZM0056"
"ZM",5,7,130,150,"77089a",80.9,11.4,2.2,0,0.02,0.08,,0.73,0,0.01,4.3,99.6,12,97.9,10.7,8.1,"","27.12.1994","","ZM0057"
"ZM",6,2,10,20,"770091",92.2,4.4,1,0,0,0.21,,0.34,0.01,0.02,2.5,100.7,35.6,245.5,31.1,6.9,"","27.12.1994","","ZM0062"
"ZM",6,3,20,43,"770092",91.3,5.2,1.2,0,0,0.23,,0.36,0.01,0.01,2.3,100.6,29.8,202.6,26,6.8,"","27.12.1994","","ZM0063"
"ZM",6,4,43,70,"770093",91.3,5.5,1.3,0,0.03,0.25,,0.37,0.01,0,2.2,101,28.2,187,24.5,6.6,"","27.12.1994","","ZM0064"
"ZM",6,5,70,120,"770094",88.4,7.1,1.5,0,0.02,0.29,,0.37,0,0,2.7,100.4,21.1,156.9,18.6,7.4,"","27.12.1994","","ZM0065"
"ZM",6,6,120,150,"770095",87.6,7.3,1.6,0,0.02,0.28,,0.38,0,0,2.7,99.9,20.4,145.8,17.9,7.2,"","27.12.1994","","ZM0066"
"ZM",7,1,0,16,"770096",91.7,4.1,1,0.02,0,0.27,,0.4,0.02,0.01,2.8,100.3,38,244.1,32.9,6.4,"","27.12.1994","","ZM0071"
"ZM",7,2,16,30,"770097",93.2,3.8,0.9,0.01,0.01,0.26,,0.4,0.01,0,1.9,100.5,41.6,275.7,36.2,6.6,"","27.12.1994","","ZM0072"
"ZM",7,3,30,50,"770098",90.8,5.2,1.2,0,0.02,0.32,,0.43,0.01,0,2,100,29.6,201.4,25.8,6.8,"","27.12.1994","","ZM0073"
"ZM",7,4,50,63,"770099",94.9,3.7,0.9,0,0,0.26,,0.43,0,0,1.3,101.5,43.5,280.7,37.7,6.4,"","27.12.1994","","ZM0074"
"ZM",7,5,63,94,"770100",82.6,11,2.1,0,0.06,0.57,,0.5,0,0.01,3.9,100.7,12.7,104.7,11.4,8.2,"","27.12.1994","","ZM0075"
"ZM",7,6,94,120,"770101",79.5,13.3,2.5,0,0.07,0.68,,0.53,0,0.01,4.7,101.3,10.1,84.7,9.1,8.3,"","27.12.1994","","ZM0076"
"ZM",8,1,0,10,"770102",85.2,7.1,1.9,0.01,0.02,0.07,,0.46,0.02,0.04,5.6,100.4,20.4,119.4,17.4,5.9,"","27.12.1994","","ZM0081"
"ZM",8,2,10,36,"770103",79.2,12.8,2.8,0,0.04,0.1,,0.69,0.01,0.03,5.8,101.5,10.5,75.3,9.2,7.2,"","27.12.1994","","ZM0082"
"ZM",8,3,36,72,"770104",71.2,17.2,3.4,0,0.03,0.13,,0.85,0.01,0.03,7.1,100,7,55.8,6.2,7.9,"","27.12.1994","","ZM0083"
"ZM",8,4,72,100,"770105",72.2,17.1,3.5,0,0.03,0.13,,0.88,0.01,0.02,6.6,100.5,7.2,54.9,6.3,7.7,"","27.12.1994","","ZM0084"
"ZM",8,5,100,130,"770106",71.9,17.3,3.5,0,0.03,0.14,,0.9,0.01,0.02,6.8,100.6,7.1,54.7,6.2,7.8,"","27.12.1994","","ZM0085"
"ZM",9,1,0,20,"770107",90,6.9,0.9,0,0.01,0.08,,0.5,0.01,0.01,3.7,102.1,22.1,266.2,20.4,12,"","27.12.1994","","ZM0091"
"ZM",9,2,20,40,"770108",83.1,10.1,1.1,0,0,0.1,,0.63,0.01,0.01,4.4,99.5,14,201.1,13.1,14.4,"","27.12.1994","","ZM0092"
"ZM",9,3,40,60,"770109",83.5,10.8,1.2,0,0.01,0.1,,0.67,0,0,4.3,100.6,13.1,185.2,12.3,14.1,"","27.12.1994","","ZM0093"
"ZM",9,4,60,110,"770110",82.6,12.1,1.3,0,0,0.11,,0.75,0,0,4.7,101.6,11.6,169.2,10.8,14.6,"","27.12.1994","","ZM0094"
"ZM",9,0,110,0,"770111",99.7,1.7,0.3,0,0,0.07,,0.04,0,0,0.7,102.5,99.5,884.7,89.5,8.9,"Rock sample","27.12.1994","","ZM0095"
"ZM",10,1,0,6,"770112",60,17.8,10.5,0.04,0.32,0.92,,2.13,0.07,0.18,2.6,94.6,5.7,15.2,4.2,2.7,"","20.02.1996","OSP","ZM0101"
"ZM",10,2,6,25,"770113",52.2,21.8,11.9,0.02,0.33,0.96,,1.77,0.06,0.15,8.8,98,4.1,11.7,3,2.9,"","20.02.1996","OSP","ZM0102"
"ZM",10,3,25,68,"770114",50.5,24.6,13,0.01,0.36,1.03,,1.64,0.06,0.12,9.1,100.4,3.5,10.3,2.6,3,"","20.02.1996","OSP","ZM0103"
"ZM",10,4,68,100,"770115",51,23.8,12.7,0.02,0.35,1.05,,1.65,0.05,0.08,8.6,99.3,3.6,10.7,2.7,2.9,"","20.02.1996","OSP","ZM0104"
"ZM",10,5,100,150,"770116",51.2,24.4,13.2,0.03,0.36,1.09,,1.74,0.05,0.08,8.5,100.7,3.6,10.3,2.6,2.9,"","20.02.1996","OSP","ZM0105"
"ZM",10,6,250,300,"770117",51.2,25.3,13.1,0.03,0.35,1.13,,1.57,0.05,0.06,8.8,101.6,3.4,10.4,2.6,3,"","20.02.1996","OSP","ZM0106"
"FR",4,1,0,10,"660060",53.9,14,5.6,0.62,4.47,4.13,,0.92,0.09,0.16,15.5,99.4,6.5,25.6,5.2,3.9,"","","","FR0041"
"FR",4,2,10,28,"660061",55.8,16.6,6.7,0.76,5.99,4.59,,0.9,0.14,0.11,9.3,100.9,5.7,22.2,4.5,3.9,"","","","FR0042"
"FR",4,3,28,46,"660062",47.5,16.4,6.6,6.08,6.9,4.32,,0.69,0.07,0.12,11.3,100,4.9,19.2,3.9,3.9,"","","","FR0043"
"FR",4,4,46,85,"660063",44.7,14.8,5.6,10.38,6.65,3.91,,0.64,0.05,0.13,13.7,100.6,5.1,21.3,4.1,4.1,"","","","FR0044"
"FR",4,5,87,103,"660064",45.6,17.2,8.3,4.37,8.16,4.47,,0.73,0.05,0.12,10.2,99.2,4.5,14.6,3.4,3.3,"","","","FR0045"
"FR",6,2,10,18,"660005",69.6,17.2,5.8,0.76,5.77,1.97,,0.99,0.16,0.12,7.8,110.2,6.9,31.9,5.7,4.7,"","","","FR0062"
"FR",6,3,18,26,"660006",64.8,12,6.3,0.95,6.27,1.99,,0.92,0.14,0.12,8.1,101.6,9.2,27.4,6.9,3,"","","","FR0063"
"FR",6,4,26,40,"660007",55.3,12.8,5.9,9.25,5.89,1.88,,0.76,0.12,0.14,13,105,7.3,25,5.7,3.4,"","","","FR0064"
"FR",6,5,40,66,"660008",47.4,12.3,4.8,15.59,4.78,1.69,,0.63,0.08,0.15,17.2,104.6,6.5,26.3,5.2,4,"","","","FR0065"
"FR",8,1,0,13,"660018",74.8,8,3,1.1,0.7,1.9,,0.8,0.1,0.1,9.5,100,15.9,66.4,12.8,4.2,"","","","FR0081"
"FR",8,2,13,25,"660019",78.2,8.5,3.2,0.8,0.7,1.9,,0.8,0,0.1,6.1,100.3,15.6,65.1,12.6,4.2,"","","","FR0082"
"FR",8,3,25,40,"660020",78.5,9.2,3.6,0.7,0.8,2,,0.9,0,0,4.8,100.5,14.5,58.1,11.6,4,"","","","FR0083"
"FR",8,4,40,57,"660021",77,10.2,4.3,0.7,0.9,2,,0.9,0,0.1,3.9,100,12.8,47.7,10.1,3.7,"","","","FR0084"
"FR",8,5,57,75,"660022",74.3,10.5,4.3,1,0.9,2.1,,0.9,0.1,0.1,4.4,98.6,12,46,9.5,3.8,"","","","FR0085"
"FR",8,5,55,75,"660023",75.2,10.3,4.4,0.9,0.9,2.1,,0.9,0.1,0.1,4.7,99.6,12.4,45.5,9.7,3.7,"","","","FR0086"
"FR",8,5,55,75,"660024",76.5,10.3,4.4,0.8,1,2.1,,0.9,0,0.1,4,100.1,12.6,46.3,9.9,3.7,"","","","FR0087"
"FR",8,6,77,96,"660025",59.8,7.3,3,12.8,1.2,1.6,,0.7,0,0.2,13,99.6,13.9,53.1,11,3.8,"","","","FR0088"
"FR",8,7,96,138,"660026",60.7,7.3,2.9,11.8,1.6,1.6,,0.7,0,0.2,11.7,98.5,14.1,55.7,11.3,3.9,"","","","FR0089"
"SE",14,2,0,3,"680086",80.6,10.9,0.7,0.76,0.06,4.14,,0.13,0.01,0,1.7,99,12.5,306.5,12.1,24.4,"","","","SE0142"
"SE",14,3,3,10,"680087",74.9,13,2.8,1.28,0.52,3.49,,0.41,0.05,0.13,2.4,99,9.8,71.2,8.6,7.3,"","","","SE0143"
"SE",14,4,10,20,"680088",75.9,13.2,2.6,1.32,0.52,3.61,,0.38,0.05,0.09,1.5,99.2,9.8,77.7,8.7,8,"","","","SE0144"
"SE",14,5,20,30,"680089",74.6,12.6,2.5,1.28,0.49,3.7,,0.35,0.04,0.06,1.1,96.7,10,79.4,8.9,7.9,"","","","SE0145"
"SE",14,6,30,45,"680090",76.3,12.7,2.2,1.27,0.47,3.71,,0.31,0.04,0.05,0.8,97.8,10.2,92.3,9.2,9.1,"","","","SE0146"
"SE",14,7,48,70,"680091",76.6,13.4,2,1.33,0.51,4.17,,0.24,0.04,0.05,0.6,98.9,9.7,102,8.9,10.5,"","","","SE0147"
"SE",17,2,12,27,"680104",80.6,11.8,0.8,1.26,0.16,3.44,,0.32,0.02,0.01,1.3,99.7,11.6,268.2,11.1,23.1,"","05.02.1997","OSP","SE0172"
"SE",17,3,27,32,"680105",79.2,12.6,1.9,1.72,0.65,3.13,,0.49,0.03,0.1,1.8,101.6,10.7,111,9.7,10.4,"","05.02.1997","OSP","SE0173"
"SE",17,4,32,47,"680106",69,14.2,4.8,2.1,0.88,2.58,,0.51,0.04,0.14,3.3,97.5,8.2,38.3,6.8,4.6,"","05.02.1997","OSP","SE0174"
"SE",17,5,47,62,"680107",70.8,14.5,3.4,2.18,0.85,2.74,,0.5,0.04,0.11,3.2,98.3,8.3,55.4,7.2,6.7,"","05.02.1997","OSP","SE0175"
"SE",17,6,62,75,"680108",72.7,13,2.9,2.2,0.95,2.75,,0.49,0.04,0.12,2.8,98,9.5,66.7,8.3,7,"","05.02.1997","","SE0176"
"SE",17,7,75,90,"680109",74.4,13,2.7,2.21,0.88,2.76,,0.51,0.04,0.09,1.9,98.5,9.7,73.4,8.6,7.6,"","05.02.1997","","SE0177"
"ES",1,1,0,3,"700006",78.4,8.8,1.8,0.8,0.4,2.1,,0.5,0,0.1,5.8,98.7,15.1,116,13.4,7.7,"","","","ES0011"
"ES",1,2,3,20,"700007",81.2,9.4,1.9,0.6,0.5,2.3,,0.5,0,0.1,1.8,98.3,14.7,113.8,13,7.8,"","","","ES0012"
"ES",1,3,20,30,"700008",82,9.3,1.8,0.6,0.5,2.5,,0.4,0,0.1,1.5,98.7,15,121.3,13.3,8.1,"","","","ES0013"
"ES",1,4,30,50,"700009",81.2,9.4,2.1,0.6,0.4,2.3,,0.5,0,0.1,1.9,98.5,14.7,102.9,12.8,7,"","","","ES0014"
"ES",1,5,50,78,"700010",77.8,10.5,2.6,0.6,0.8,2.4,,0.6,0,0.1,2.4,97.8,12.6,79.7,10.9,6.3,"","","","ES0015"
"ES",1,6,78,90,"700011",74.1,12.4,3.5,0.6,0.8,2.5,,0.7,0,0.1,3.3,98,10.1,56.4,8.6,5.6,"","","","ES0016"
"ES",1,7,90,105,"700012",74.2,12.6,3.6,0.6,0.9,2.05,,0.7,0.1,0.1,3.5,98.3,10,54.9,8.5,5.5,"","","","ES0017"
"ES",1,8,105,130,"700013",73.7,12.3,3.6,0.7,0.7,2.4,,0.7,0.1,0.1,3.7,98,10.2,54.5,8.6,5.4,"","","","ES0018"
"ES",1,9,130,145,"700014",77.7,11.1,3.3,0.6,0.9,2.3,,0.7,0.1,0.1,3.2,100,11.9,62.7,10,5.3,"","","","ES0019"
"ES",2,1,0,10,"700015",87.4,5.2,2.1,0.3,0.2,0.6,,0.6,0,0,2.9,99.3,28.5,110.8,22.7,3.9,"","","","ES0021"
"ES",2,2,10,30,"700016",89.8,4.1,1.8,0.2,0.3,0.6,,0.5,0.1,0.1,2.9,100.4,37.2,132.8,29,3.6,"","","","ES0022"
"ES",2,3,30,40,"700017",76.1,11.4,4.2,0.6,0.5,0.9,,0.6,0,0,5.2,99.5,11.3,48.2,9.2,4.3,"","","","ES0023"
"ES",2,4,40,60,"700018",73.5,12.9,4.8,0.7,0.7,0.9,,0.6,0,0,5.8,99.9,9.7,40.8,7.8,4.2,"","","","ES0024"
"ES",2,5,60,80,"700019",71.5,14.1,5.3,0.9,1.1,0.9,,0.6,0,0.1,6,100.5,8.6,35.9,6.9,4.2,"","","","ES0025"
"ES",2,6,80,110,"700020",56.3,15.1,5.9,8.9,1.6,1.1,,0.6,0.1,0.1,12.2,101.9,6.3,25.4,5.1,4,"","","","ES0026"
"ES",3,1,0,10,"700021",70.6,11.9,4.5,1.3,1.7,1.3,,0.9,0.1,0,5.6,97.9,10.1,41.8,8.1,4.1,"","","","ES0031"
"ES",3,2,10,25,"700022",72.2,12.3,4.8,1.4,1.8,1.3,,0.9,0.1,0,5.9,100.7,10,40,8,4,"","","","ES0032"
"ES",3,3,25,50,"700023",72.3,12.1,4.6,1.3,2.2,1.3,,0.9,0.1,0,6.1,100.9,10.1,41.8,8.2,4.1,"","","","ES0033"
"ES",3,4,50,70,"700024",68,11.9,4.6,4,2,1.3,,0.9,0.1,0.1,7.6,100.5,9.7,39.4,7.8,4.1,"","","","ES0034"
"ES",3,5,70,90,"700025",67.5,11.7,4.5,5.4,1.8,1.3,,0.9,0.1,0.1,8,101.3,9.8,39.9,7.9,4.1,"","","","ES0035"
"ES",3,6,90,110,"700026",49.6,9.5,3,17.7,2.2,1.1,,0.5,0,0.2,17.5,101.3,8.9,44,7.4,5,"","","","ES0036"
"ES",3,7,110,130,"700027",66.3,11.4,4.4,6.3,2.2,1.5,,0.9,0.1,0.1,8.4,101.6,9.9,40.1,7.9,4.1,"","","","ES0037"
"ES",4,1,0,12,"700028",88.3,5.6,1.7,0.3,0.5,1.1,,0.6,0.1,0.1,2.2,100.5,26.8,138.3,22.4,5.2,"","","","ES0041"
"ES",4,2,12,18,"700029",84.7,7.2,2.3,0.4,0.9,1.2,,0.7,0.1,0,2.9,100.4,20,98,16.6,4.9,"","","","ES0042"
"ES",4,3,16,18,"700030",78.5,9.7,3.3,0.5,0.9,1.4,,0.7,0.1,0,3.8,98.9,13.7,63.3,11.3,4.6,"","","","ES0043"
"ES",4,4,24,-1,"700031",77.3,11.4,4,0.7,1.2,1.5,,0.7,0,0,4.8,101.6,11.5,51.4,9.4,4.5,"","","","ES0044"
"ES",4,5,18,26,"700032",76.7,11.6,4,0.6,1.1,1.6,,0.7,0,0,4.4,100.7,11.2,51,9.2,4.5,"","","","ES0045"
"ES",4,6,26,40,"700033",77.1,10.8,3.8,0.7,1.4,1.4,,0.7,0.1,0,4.4,100.4,12.1,54,9.9,4.5,"","","","ES0046"
"ES",4,7,40,52,"700034",76.6,10.9,3.9,0.7,1.4,1.4,,0.7,0.1,0,4.1,99.8,11.9,52.3,9.7,4.4,"","","","ES0047"
"ES",4,8,52,75,"700035",75.8,10.9,2.9,0.7,1.5,2.3,,0.3,0.1,0.3,4.5,99.3,11.8,69.6,10.1,5.9,"","","","ES0048"
"ES",4,9,75,95,"700036",67.6,9.8,3.7,7.7,2,1.3,,0.6,0,0.1,8.5,101.3,11.7,48.6,9.4,4.2,"","","","ES0049"
"ES",5,1,0,12,"700038",65,9.1,3.6,10.2,0.7,1.1,,0.6,0.1,0.1,10.6,101.1,12.1,48.1,9.7,4,"","","","ES0051"
"ES",5,2,12,25,"700039",69.4,9.7,3.8,7.5,0.9,1,,0.7,0,0.1,8.7,101.8,12.1,48.6,9.7,4,"","","","ES0052"
"ES",5,3,40,60,"700040",10.8,1.9,0.9,46.5,,0.1,,,,0.3,38.5,96,9.6,31.9,7.4,3.3,"","","","ES0053"
