"ISO","ID","HORI","TOP","BOT","SAMPLENO","SIO2","AL2O3","FE2O3","CAO","MGO","K2O","NA2O","TIO2","MNO2","P2O5","IGN","TOTAL","RATIOSIAL","RATIOSIFE","RATIOSIR","RATIOALFE","SOELREM","EDITDATE","VERIFIED","CODETYPE"
"DE",14,6,70,90,"690048",69.5,7.5,2.5,8.16,1.36,2.15,,0.64,0.04,0.11,8.1,100.1,15.7,74,13,4.7,"","19.05.1995","","DE0146"
"HU",6,1,0,20,"970152",88.2,5.8,1.8,0.46,0.69,1.49,,0.33,0.04,0.08,1.8,100.7,25.8,130.4,21.5,5.1,"","","","HU0061"
"HU",6,2,40,65,"970153",86.7,6.6,2.6,0.46,0.7,1.55,,0.31,0.04,0.06,1.2,100.2,22.3,88.8,17.8,4,"","","","HU0062"
"HU",6,3,65,100,"970154",86.3,5.9,2.1,0.42,0.62,1.46,,0.35,0.04,0.05,1.7,98.9,24.8,109.4,20.2,4.4,"","","","HU0063"
"HU",6,4,100,120,"970155",88.6,6,2,0.45,0.69,1.48,,0.31,0.03,0.05,1,100.6,25.1,117.9,20.7,4.7,"","","","HU0064"
"HU",7,1,0,21,"970156",78.8,8.4,2.8,2.02,2.75,1.61,,0.6,0.06,0.12,4.5,101.7,15.9,74.9,13.1,4.7,"","","","HU0071"
"HU",7,2,21,50,"970157",76,9.9,3.5,1.02,1.9,1.84,,0.71,0.07,0.06,4.2,99.2,13,57.8,10.6,4.4,"","","","HU0072"
"HU",7,3,50,70,"970158",76.2,11.6,4.1,1.04,4.14,1.96,,0.8,0.06,0.05,4.1,104,11.1,49.5,9.1,4.4,"","","","HU0073"
"HU",7,4,70,100,"970159",73.6,11.9,4.3,1.09,4.28,2.01,,0.84,0.07,0.07,3.7,101.9,10.5,45.6,8.5,4.3,"","","","HU0074"
"HU",7,5,100,120,"970160",59.7,8.8,3.1,11.53,3.08,1.56,,0.61,0.05,0.11,12.1,100.6,11.5,51.3,9.4,4.5,"","","","HU0075"
"HU",11,1,0,4,"970179",77.5,6.1,1.7,4.79,1.97,1.2,,0.54,0.04,0.13,5.8,99.8,21.6,121.4,18.3,5.6,"","29.09.2003","OSP","HU0111"
"HU",11,2,4,16,"970180",68.7,8,2.5,7.19,2.78,1.5,,0.56,0.06,0.12,8.5,99.9,14.6,73.2,12.2,5,"","29.09.2003","OSP","HU0112"
"HU",11,3,16,29,"970181",60.7,8.2,2.8,10.57,3.36,1.51,,0.5,0.05,0.11,12.1,99.9,12.6,57.7,10.3,4.6,"","29.09.2003","OSP","HU0113"
"HU",11,4,29,41,"970182",50.4,7.1,2.5,15.18,4.99,1.27,,0.42,0.04,0.1,17.5,99.5,12,53.7,9.8,4.5,"","29.09.2003","OSP","HU0114"
"HU",11,5,41,55,"970183",53.9,6.3,2.1,13.88,5.38,1.16,,0.4,0.04,0.1,16.5,99.8,14.5,68.3,12,4.7,"","29.09.2003","OSP","HU0115"
"HU",11,6,55,70,"970184",67.4,5.5,1.6,9.89,3.43,1.1,,0.32,0.03,0.07,11,100.3,20.8,112.1,17.5,5.4,"","20.09.2003","OSP","HU0116"
"HU",11,7,70,90,"970185",66.9,5.9,1.7,8.81,4.03,1.22,,0.25,0.03,0.06,11.1,100,19.2,104.8,16.3,5.4,"","29.09.2003","OSP","HU0117"
"HU",11,8,90,100,"970186",58.6,6.7,2.1,10.08,5.99,1.3,,0.29,0.04,0.07,14.4,99.6,14.8,74.3,12.4,5,"","29.09.2003","OSP","HU0118"
"HU",11,9,100,125,"970187",76.7,4.9,1.1,6.67,2.09,1.21,,0.18,0.03,0.04,7.2,100.1,26.6,185.6,23.2,7,"","29.09.2003","OSP","HU0119"
"HU",14,1,0,3,"970206",77.6,9,2.4,0.43,0.52,1.72,,1.07,0.06,0.14,9.4,102.3,14.6,86.1,12.5,5.9,"","","","HU0141"
"HU",14,2,3,15,"970207",70.4,13.2,5.3,0.45,1.37,2.29,,0.98,0.15,0.08,5.2,99.4,9.1,35.4,7.2,3.9,"","","","HU0142"
"HU",14,3,15,25,"970208",66.8,14.5,5.7,0.46,1.52,2.56,,0.92,0.09,0.08,5.1,97.7,7.8,31.2,6.3,4,"","","","HU0143"
"HU",14,4,25,38,"970209",66,15.2,6.1,0.43,1.96,2.68,,0.91,0.09,0.1,5,98.5,7.4,28.8,5.9,3.9,"","","","HU0144"
"HU",14,5,38,55,"970210",65.7,15.1,6.1,0.62,2.13,2.65,,0.92,0.09,0.15,5,98.5,7.4,28.7,5.9,3.9,"","","","HU0145"
"HU",14,6,55,66,"970211",58.5,13.2,5.4,6.71,2.15,2.22,,0.82,0.09,0.18,9.6,98.9,7.5,28.8,6,3.8,"","","","HU0146"
"HU",14,7,66,79,"970212",56.3,12.6,5.1,8.71,2.23,2.09,,0.78,0.68,0.17,11.1,99.8,7.6,29.4,6,3.9,"","","","HU0147"
"HU",14,8,79,100,"970213",60.4,13.3,5.2,7.26,2.2,2.17,,0.82,0.09,0.15,9.8,101.4,7.7,30.9,6.2,4,"","","","HU0148"
"HU",14,9,100,125,"970214",58.1,12.8,5.1,6.67,2.59,2.12,,0.82,0.09,0.14,9.4,97.8,7.7,30.3,6.1,3.9,"","","","HU0149"
"JP",1,1,0,21,"820137",48.4,18.3,8.2,1.51,1.03,1,,1.1,0.05,0.91,18.5,99,4.5,15.7,3.5,3.5,"","","","JP0011"
"JP",1,2,21,42,"820138",46.4,18.9,11.7,1.7,1.03,1.05,,1.18,0.15,0.43,15.9,98.4,4.2,10.6,3,2.5,"","","","JP0012"
"JP",1,3,42,65,"820139",41.4,20.6,10.6,1.21,1.08,0.94,,1.34,0.42,0.36,20.5,98.4,3.4,10.4,2.6,3,"","","","JP0013"
"JP",1,4,65,84,"820140",42.7,21.7,11.8,0.9,1.1,1.01,,1.44,0.23,0.27,17.7,98.9,3.3,9.6,2.5,2.9,"","","","JP0014"
"JP",1,5,84,103,"820141",45,22.3,12.8,0.7,1.28,1.25,,1.4,0.18,0.18,14.3,99.4,3.4,9.4,2.5,2.7,"","","","JP0015"
"JP",1,6,103,136,"820142",50.3,20.4,12.3,0.61,1.28,1.61,,1.14,0.1,0.1,10,97.8,4.2,10.9,3,2.6,"","","","JP0016"
"JP",2,1,0,15,"820144",49.5,17.1,8.9,1.85,1.75,1.07,,1.08,0.17,1.07,16.3,98.8,4.9,14.8,3.7,3,"","","","JP0021"
"JP",2,2,15,37,"820145",49.4,17.4,9.1,1.92,1.74,1.08,,1.11,0.17,0.6,16.2,98.7,4.8,14.5,3.6,3,"","","","JP0022"
"JP",2,3,37,57,"820146",40.7,19.5,10.2,1.33,1.13,0.95,,1.27,0.16,0.47,22.7,98.4,3.5,10.6,2.7,3,"","","","JP0023"
"JP",2,4,57,73,"820147",40,21.1,11.2,1.01,0.98,1.07,,1.41,0.13,0.36,21.7,99,3.2,9.5,2.4,3,"","","","JP0024"
"JP",2,5,73,98,"820148",47.7,22.8,11.7,0.59,1.01,1.56,,1.39,0.1,0.13,12.2,99.2,3.6,10.9,2.7,3.1,"","","","JP0025"
"JP",2,6,98,122,"820149",60.7,20.9,5.3,0.59,0.99,2,,1.04,0.05,0.07,7.7,99.3,4.9,30.5,4.2,6.2,"","","","JP0026"
"JP",2,7,122,162,"820150",63.4,19.8,5,0.65,0.95,1.95,,0.94,0.05,0.06,7.1,99.9,5.4,33.8,4.7,6.2,"","","","JP0027"
"JP",3,1,0,10,"820152",64.2,16.1,4.9,2.75,1.64,1.98,,0.6,0.07,0.32,6.2,98.8,6.8,34.9,5.7,5.2,"","","","JP0031"
"JP",3,2,10,19,"820153",64,16,5.1,2.85,1.69,1.99,,0.61,0.07,0.27,5.7,98.3,6.8,33.4,5.6,4.9,"","","","JP0032"
"JP",3,3,19,25,"820154",61.7,16.2,7.7,2.78,1.71,2,,0.61,0.09,0.21,5.4,98.4,6.5,21.3,5,3.3,"","","","JP0033"
"JP",3,4,25,36,"820155",65.9,16.9,6.4,2.87,1.7,2.11,,0.62,0.11,0.16,4.8,101.6,6.6,27.4,5.3,4.1,"","","","JP0034"
"JP",3,5,36,53,"820156",64,16.3,6,3.04,1.83,2.06,,0.62,0.17,0.13,4.3,98.5,6.7,28.4,5.4,4.3,"","","","JP0035"
"JP",3,6,53,84,"820157",66.1,15.6,5.9,3.04,1.89,2.13,,0.61,0.14,0.09,3.1,98.6,7.2,29.8,5.8,4.1,"","","","JP0036"
"JP",3,7,84,155,"820158",64,16.2,5.5,3.19,1.63,2.1,,0.57,0.12,0.09,3.6,97,6.7,31,5.5,4.6,"","","","JP0037"
"JP",4,1,0,23,"820160",64.5,15.5,5.6,3.13,1.87,2.08,,0.59,0.12,0.39,4.9,98.7,7.1,30.7,5.7,4.3,"","","","JP0041"
"JP",4,2,23,35,"820161",65.2,15.9,5.7,3.17,1.84,2.11,,0.6,0.12,0.13,3.6,98.4,7,30.5,5.7,4.4,"","","","JP0042"
"JP",4,3,35,65,"820162",66.9,16.8,5.7,3.33,1.78,2.06,,0.6,0.12,0.1,3.4,100.8,6.8,31.2,5.6,4.6,"","","","JP0043"
"JP",4,4,65,111,"820163",65.4,16.3,5.6,3.37,1.71,2.01,,0.59,0.12,0.09,3.6,98.8,6.8,31.1,5.6,4.6,"","","","JP0044"
"JP",4,5,111,150,"820164",63.3,17.1,5.6,3.05,1.5,2.07,,0.58,0.13,0.11,4.7,98.1,6.3,30.1,5.2,4.8,"","","","JP0045"
"JP",5,1,0,22,"830331",33.1,21,11.1,2.49,2.12,0.62,1.23,1.18,0.18,0.41,26.9,99.1,2.7,7.9,2,3,"","","","JP0051"
"JP",5,2,22,51,"830332",33.6,24,10.8,1.82,1.67,0.59,1.35,1.26,0.19,0.29,25.3,99.5,2.4,8.3,1.8,3.5,"","","","JP0052"
"JP",5,3,51,78,"830333",29.6,24,13,1.62,2.09,0.36,0.94,1.38,0.21,0.24,26.5,99,2.1,6.1,1.6,2.9,"","","","JP0053"
"JP",5,4,78,102,"830334",29.6,23.6,12.8,0.8,1.14,0.45,0.65,1.36,0.19,0.24,28.9,99.1,2.1,6.2,1.6,2.9,"","","","JP0054"
"JP",5,5,102,125,"830335",32.1,25.8,13.3,0.58,1.36,0.64,0.67,1.38,0.2,0.17,24.3,99.8,2.1,6.4,1.6,3,"","","","JP0055"
"JP",6,1,0,30,"830336",36.9,19.5,7.8,0.82,1.09,0.95,0.9,0.95,0.18,0.39,30.3,98.9,3.2,12.6,2.6,3.9,"","","","JP0061"
"JP",6,2,30,50,"830337",34.3,18.9,8,0.79,0.91,0.78,0.8,0.98,0.19,0.34,33.7,98.9,3.1,11.4,2.4,3.7,"","","","JP0062"
"JP",6,3,50,72,"830338",34.6,19.6,8.4,0.56,0.96,0.95,0.78,1.01,0.18,0.31,32.1,98.7,3,11,2.4,3.7,"","","","JP0063"
"JP",6,4,72,93,"830339",37.5,19.9,8.5,0.31,1.23,1.34,0.74,0.94,0.16,0.33,28.6,98.8,3.2,11.7,2.5,3.7,"","","","JP0064"
"JP",6,5,93,112,"830340",38.8,20.6,8.2,0.33,1.36,1.53,0.85,0.91,0.17,0.33,26.8,99,3.2,12.6,2.5,3.9,"","","","JP0065"
"JP",6,6,112,121,"830341",40.7,22.1,6.3,0.66,1.13,1.45,1.23,0.73,0.15,0.33,25.5,99.1,3.1,17.2,2.6,5.5,"","","","JP0066"
"RO",2,1,0,20,"760009",70.4,11.7,4.3,1.36,1.49,2.04,,0.8,0.1,0.16,6.8,99.2,10.3,43.2,8.3,4.2,"","29.01.1996","OSP","RO0021"
"RO",2,2,20,30,"760010",70.6,11.5,4.3,1.32,1.46,2.05,,0.78,0.1,0.16,6.7,99,10.5,43.9,8.4,4.2,"","29.01.1996","OSP","RO0022"
"RO",2,3,30,38,"760011",70.6,11.5,4.3,1.32,1.46,2.05,,0.78,0.1,0.16,6.7,99,10.5,43.9,8.4,4.2,"","29.01.1996","OSP","RO0023"
"RO",2,4,38,58,"760012",67.9,11.2,4.2,3.9,1.57,1.9,,0.75,0.09,0.17,7.8,99.4,10.3,43.3,8.3,4.2,"","29.01.1996","OSP","RO0024"
"RO",2,5,58,73,"760013",62.5,10.3,3.9,8.41,1.82,1.75,,0.7,0.08,0.14,10,99.6,10.3,42.6,8.3,4.2,"","29.01.1996","OSP","RO0025"
"RO",2,6,73,92,"760014",62.5,10.3,3.9,8.41,1.82,1.75,,0.7,0.08,0.14,10,99.6,10.3,42.6,8.3,4.2,"","29.01.1996","OSP","RO0026"
"RO",2,7,92,110,"760015",56.8,10,3.8,13.43,2.3,1.61,,0.67,0.07,0.13,13,101.7,9.7,40.1,7.8,4.1,"","29.01.1996","OSP","RO0027"
"RO",2,8,110,125,"760016",56.8,10,3.8,13.43,2.3,1.61,,0.67,0.07,0.13,13,101.7,9.7,40.1,7.8,4.1,"","29.01.1996","OSP","RO0028"
"RO",2,9,125,135,"760017",56.7,10.1,3.8,12.92,2.61,1.63,,0.69,0.07,0.12,12.8,101.5,9.5,39.3,7.7,4.1,"","29.01.1996","OSP","RO0029"
"RO",2,10,135,150,"760018",56.8,10,3.8,11.39,2.52,1.67,,0.69,0.07,0.11,11.9,99,9.6,39.5,7.7,4.1,"","29.01.1996","OSP","RO002A"
"RO",4,1,0,10,"760028",77.2,8.4,3.1,0.6,0.73,1.56,,0.68,0.12,0.08,6,,,,,,"","","","RO0041"
"RO",4,2,10,21,"760029",77.2,8.4,3.1,0.6,0.73,1.56,,0.68,0.12,0.08,6,,,,,,"","","","RO0042"
"RO",4,3,21,36,"760030",76.7,10.4,4,0.67,0.99,1.75,,0.72,0.11,0.07,5.9,,,,,,"","","","RO0043"
"RO",4,4,38,50,"760031",76.7,10.4,4,0.67,0.99,1.75,,0.72,0.11,0.07,5.9,,,,,,"","","","RO0044"
"RO",4,5,50,61,"760032",72.1,12.6,5.1,0.73,1.37,1.92,,0.72,0.09,0.05,5.6,,,,,,"","","","RO0045"
"RO",4,6,61,73,"760033",72.1,12.6,5.1,0.73,1.37,1.92,,0.72,0.09,0.05,5.6,,,,,,"","","","RO0046"
"RO",4,7,75,90,"760034",72.5,11.9,4.8,0.69,1.34,1.87,,0.71,0.09,0.05,4.7,,,,,,"","","","RO0047"
"RO",4,8,100,115,"760035",76.3,11.6,4.6,0.69,1.22,1.78,,0.68,0.09,0.05,4.2,,,,,,"","","","RO0048"
"RO",4,9,120,135,"760036",75.8,10.2,4.2,0.7,1.1,1.56,,0.63,0.09,0.04,3.9,,,,,,"","","","RO0049"
"RO",4,10,135,150,"760037",76.9,10.3,4.1,0.74,10.9,1.54,,0.65,0.1,0.05,3.8,,,,,,"","","","RO004a"
"RO",4,11,180,200,"760038",70.1,8.6,3.5,6.72,0.97,1.34,,0.58,0.08,0.05,7.7,,,,,,"","","","RO004b"
"RO",5,1,0,15,"760039",66.5,12.6,4.6,1.2,1.35,2.21,,0.84,0.12,0.17,8.9,,,,,,"","","","RO0051"
"RO",5,2,18,32,"760040",67.3,13.1,5.1,1.11,1.49,2.27,,0.86,0.12,0.14,7.4,,,,,,"","","","RO0052"
"RO",5,3,32,45,"760041",67.3,13.1,5.1,1.11,1.49,2.27,,0.86,0.12,0.14,7.4,,,,,,"","","","RO0053"
"RO",5,4,45,58,"760042",66.8,13.1,5.1,1.07,1.47,2.21,,0.87,0.11,0.12,6.5,,,,,,"","","","RO0054"
"RO",5,5,58,70,"760043",66.8,13.1,5.1,1.07,1.47,2.21,,0.87,0.11,0.12,6.5,,,,,,"","","","RO0055"
"RO",5,6,70,85,"760044",68.6,13.4,5.2,1.05,1.6,2.21,,0.9,0.11,0.12,5.5,,,,,,"","","","RO0056"
"RO",5,7,85,98,"760045",68.6,13.4,5.2,1.05,1.6,2.21,,0.9,0.11,0.12,5.5,,,,,,"","","","RO0057"
"RO",5,8,98,120,"760046",69.5,13.6,5.2,1.09,1.64,2.21,,0.9,0.11,0.12,5.2,,,,,,"","","","RO0058"
"RO",5,9,120,135,"760047",59.4,11.5,4.4,9.59,1.6,1.85,,0.75,0.09,0.1,10.5,,,,,,"","","","RO0059"
"RO",5,10,135,150,"760048",59.4,11.5,4.4,9.59,1.6,1.85,,0.75,0.09,0.1,10.5,,,,,,"","","","RO005a"
"RO",6,1,0,13,"760049",71.4,12.4,4.4,0.62,1.08,2.12,,0.98,0.13,0.16,7.3,,,,,,"","","","RO0061"
"RO",6,2,13,26,"760050",71.4,12.4,4.4,0.62,1.08,2.12,,0.98,0.13,0.16,7.3,,,,,,"","","","RO0062"
"RO",6,3,26,40,"760051",70.5,13.6,5,0.61,1.27,2.31,,0.95,0.12,0.11,5.4,,,,,,"","","","RO0063"
"RO",6,4,40,60,"760052",68.7,14.2,5.4,0.67,1.39,2.28,,0.96,0.11,0.1,5.1,,,,,,"","","","RO0064"
"RO",6,5,60,75,"760053",66.9,14.6,5.8,0.77,1.51,2.26,,0.92,0.1,0.11,5.3,,,,,,"","","","RO0065"
"RO",6,6,75,90,"760054",66.9,14.6,5.8,0.77,1.51,2.26,,0.92,0.1,0.11,5.3,,,,,,"","","","RO0066"
"RO",6,7,90,105,"760055",66.8,14.6,5.8,0.86,1.52,2.21,,0.88,0.11,0.11,5.1,,,,,,"","","","RO0067"
"RO",6,8,105,120,"760056",66.8,14.6,5.8,0.86,1.52,2.21,,0.88,0.11,0.11,5.1,,,,,,"","","","RO0068"
"RO",6,9,120,135,"760057",67.3,14.4,5.7,0.9,1.49,2.2,0.88,0.1,0.12,0.03,5,,,,,,"","","","RO0069"
"RO",6,10,135,150,"760058",67.3,14.4,5.7,0.9,1.49,2.2,0.88,0.1,0.12,0.03,5,,,,,,"","","","RO006a"
"RO",9,1,0,10,"760080",70.1,10,3.6,3.72,1.9,1.74,,0.74,0.09,0.16,6.7,,,,,,"","","","RO0091"
"RO",9,2,10,20,"760081",70.1,10,3.6,3.72,1.9,1.74,,0.74,0.09,0.16,6.7,,,,,,"","","","RO0092"
"RO",9,3,20,32,"760082",70.4,9.8,3.5,4.49,1.87,1.67,,0.71,0.08,0.15,6.9,,,,,,"","","","RO0093"
"RO",9,4,32,47,"760083",68.3,9.4,3.3,6.1,1.92,1.61,,0.67,0.08,0.14,7.9,,,,,,"","","","RO0094"
"RO",9,5,50,65,"760084",64.9,8.7,3.1,9.1,2.14,1.48,,0.61,0.07,0.12,9.8,,,,,,"","","","RO0095"
"RO",9,6,65,80,"760085",64.9,8.7,3.1,9.1,2.14,1.48,,0.61,0.07,0.12,9.8,,,,,,"","","","RO0096"
"RO",9,7,80,95,"760086",64,8.4,3,10.9,2.41,1.43,,0.58,0.06,0.09,10.9,,,,,,"","","","RO0097"
"RO",9,8,95,110,"760087",64,8.4,3,10.9,2.41,1.43,,0.58,0.06,0.09,10.9,,,,,,"","","","RO0098"
"RO",9,9,120,135,"760088",64,8.4,3,10.9,2.41,1.43,,0.58,0.06,0.09,10.9,,,,,,"","","","RO0099"
"RO",9,10,135,150,"760089",62.8,8.2,2.8,10.49,2.52,1.35,,0.54,0.06,0.09,10.6,,,,,,"","","","RO009a"
"WS",1,1,0,12,"780076",0,32,33.3,0.03,0.78,0.01,,7.68,0.62,0.67,26.4,,,,,,"","","","WS0011"
"WS",1,2,12,18,"780077",0,34.3,35.8,0,0.74,0,,8.06,0.45,0.75,21.6,,,,,,"","","","WS0012"
"WS",1,3,18,28,"780078",0,34.3,35.9,0,0.73,0,,8.11,0.47,0.77,21.3,,,,,,"","","","WS0013"
"WS",1,4,28,50,"780079",0,34.3,35,0,0.71,0.01,,8.38,0.45,0.84,21.1,,,,,,"","","","WS0014"
"WS",1,5,50,80,"780080",0,34.7,35.6,0,0.49,0.01,,7.66,0.26,0.82,21.8,,,,,,"","","","WS0015"
"WS",1,6,80,100,"780081",0.1,34.5,35.9,0,0.56,0.01,,7.7,0.41,0.8,21.4,101.4,0,0,0,1.5,"","","","WS0016"
"WS",1,7,100,120,"780082",0.2,34.6,36,0,0.65,0.01,,7.73,0.23,0.65,21.2,101.3,0,0,0,1.5,"","","","WS0017"
"WS",1,8,120,138,"780083",0,34.5,35,0,0.64,0.01,,7.97,0.44,0.87,21.3,,,,,,"","","","WS0018"
"WS",1,9,138,150,"780084",0.1,33.6,34.8,0.01,0.78,0.01,,8.61,0.55,0.7,23.3,102.5,0,0,0,1.5,"","","","WS0019"
"WS",2,1,0,20,"780085",28,18,23.1,0.9,1.83,0.53,,8.51,0.34,0.76,18.3,100.3,2.6,3.2,1.5,1.2,"","","","WS0021"
"WS",2,2,20,40,"780086",29,21,25.9,0.42,1.71,0.42,,9.18,0.36,0.58,13.2,101.8,2.3,3,1.3,1.3,"","","","WS0022"
"WS",2,3,40,70,"780087",29.8,21.9,25.9,0.31,1.96,0.31,,8.18,0.31,0.55,11.3,100.5,2.3,3.1,1.3,1.3,"","","","WS0023"
"WS",2,4,70,115,"780088",30.4,22.1,25.9,0.3,1.93,0.32,,7.93,0.31,0.57,10.7,100.5,2.3,3.1,1.3,1.3,"","","","WS0024"
"WS",2,5,115,130,"780089",30.6,21.5,26,0.33,2.39,0.36,,7.99,0.32,0.59,10.8,100.9,2.4,3.1,1.4,1.3,"","","","WS0025"
"WS",3,1,0,15,"780090",24.1,24.2,23.5,0.15,1.02,0.03,,5.65,0.25,0.4,20.7,100,1.7,2.7,1,1.6,"","28.02.1996","OSP","WS0031"
"WS",3,2,15,30,"780091",28.7,25.6,23.9,0.05,1.18,0.02,,5.63,0.21,0.33,14.3,99.9,1.9,3.2,1.2,1.7,"","28.02.1996","OSP","WS0032"
"WS",3,3,30,65,"780092",30.1,25.2,25.6,0.03,1.72,0.01,,6.06,0.37,0.63,10.9,100.6,2,3.1,1.2,1.5,"","28.02.1996","OSP","WS0033"
"WS",4,1,0,17,"780118",22.6,25.5,24.1,0.24,0.61,0.05,,5.69,0.22,0.5,20.3,99.8,1.5,2.5,0.9,1.7,"","","","WS0041"
"WS",4,2,17,33,"780119",23.9,27,24.5,0.04,0.5,0.02,,5.74,0.19,0.45,17.6,99.9,1.5,2.6,1,1.7,"","","","WS0042"
"WS",4,3,33,54,"780120",25.1,25.9,25.2,0.03,0.6,0.02,,6.06,0.21,0.45,15.9,99.5,1.6,2.7,1,1.6,"","","","WS0043"
"WS",4,4,54,80,"780121",26.5,25.4,25.1,0.02,0.68,0.02,,6.11,0.22,0.46,15.9,100.4,1.8,2.8,1.1,1.6,"","","","WS0044"
"WS",4,5,80,110,"780122",27.7,25.5,25.3,0.01,0.83,0.02,,6.25,0.23,0.5,14.3,100.6,1.8,2.9,1.1,1.6,"","","","WS0045"
"WS",4,6,110,118,"780123",28.9,25.4,25.2,0.02,0.97,0.02,,6.21,0.25,0.57,12.8,100.3,1.9,3.1,1.2,1.6,"","","","WS0046"
"WS",5,1,0,15,"780093",45.6,12.1,15.6,2.23,6.54,0.82,,4.5,0.23,0.4,12.3,100.3,6.4,7.8,3.5,1.2,"","","","WS0051"
"WS",5,2,15,30,"780094",43.9,14.1,17.1,2.12,6.07,0.6,,4.8,0.22,0.42,11.1,100.4,5.3,6.8,3,1.3,"","","","WS0052"
"WS",5,3,30,45,"780095",43.3,15.2,17.8,1.82,5.15,0.54,,4.99,0.22,0.43,11,100.5,4.8,6.5,2.8,1.3,"","","","WS0053"
"WS",5,4,45,60,"780096",41.2,15.2,17.3,1.7,5.75,0.45,,4.81,0.21,0.41,13.7,100.7,4.6,6.3,2.7,1.4,"","","","WS0054"
"WS",5,5,60,75,"780097",42.2,15.4,17.6,1.69,6.73,0.49,,4.95,0.21,0.41,10.4,100.1,4.7,6.4,2.7,1.4,"","","","WS0055"
"WS",5,6,75,90,"780098",43.6,15.8,18.2,1.72,4.64,0.49,,5.08,0.22,0.4,10.2,100.4,4.7,6.4,2.7,1.4,"","","","WS0056"
"GR",1,1,0,25,"710046",62.1,17.1,5.6,2.06,1.69,2.03,,0.77,0.12,0.07,8.4,99.9,6.2,29.5,5.1,4.8,"","","","GR0011"
"GR",1,2,25,82,"710047",61.5,17.4,5.7,2.06,1.86,2.02,,0.79,0.1,0.06,8.2,99.7,6,28.7,5,4.8,"","","","GR0012"
"GR",1,3,82,113,"710048",59.1,16.9,5.7,3.91,2.11,2.05,,0.75,0.11,0.08,9.1,99.8,5.9,27.6,4.9,4.7,"","","","GR0013"
"GR",1,4,113,147,"710049",58.3,16.8,5.8,4.24,2.43,2.52,,0.74,0.1,0.14,7.8,98.9,5.9,26.8,4.8,4.5,"","","","GR0014"
"GR",1,5,147,160,"710050",58.5,17.2,6.1,3.62,2.4,2.75,,0.75,0.13,0.14,7,98.6,5.8,25.5,4.7,4.4,"","","","GR0015"
"NA",1,1,0,5,"730121",95.7,2.1,1.3,0.14,0.15,0.62,,0.18,0.01,0.02,0.6,100.8,77.3,196,55.5,2.5,"","19.05.1995","","NA0011"
"NA",1,2,5,20,"730122",94.5,3.1,2,0.24,0.21,0.85,,0.29,0.02,0.02,0.7,101.9,51.7,125.8,36.7,2.4,"","19.05.1995","","NA0012"
"NA",1,3,20,40,"730123",94.5,2.8,1.8,0.2,0.2,0.82,,0.26,0.02,0.03,0.7,101.3,57.3,139.8,40.6,2.4,"","19.05.1995","","NA0013"
"NA",1,4,40,60,"730124",95.1,2.8,1.7,0.19,0.19,0.75,,0.25,0.01,0.01,0.6,101.6,57.6,148.9,41.6,2.6,"","19.05.1995","","NA0014"
"NA",1,5,60,80,"730125",91.4,2.9,1.8,0.2,0.2,0.78,,0.28,0.01,0.01,0.7,98.3,53.5,135.2,38.3,2.5,"","19.05.1995","","NA0015"
"NA",1,6,80,100,"730126",95.5,3,1.9,0.2,0.2,0.8,,0.27,0.01,0.01,0.6,102.5,54,133.8,38.5,2.5,"","19.05.1995","","NA0016"
"NA",2,1,0,10,"730128",81.9,8.5,4.3,8.52,0.99,1.7,,0.89,0.07,0.02,101,207.9,16.4,50.7,12.4,3.1,"","19.05.1995","","NA0021"
"NA",2,2,10,30,"730129",79.2,8.6,4.9,8.64,1.17,1.69,,0.96,0.07,0.01,100,205.2,15.6,43,11.5,2.8,"","19.05.1995","","NA0022"
"NA",2,3,30,50,"730130",77.9,9.2,5,1.7,1.23,1.96,,0.99,0.07,0.01,150,248.1,14.4,41.5,10.7,2.9,"","19.05.1995","","NA0023"
"NA",2,4,,,"730131",42.8,7.7,4.9,21.28,3.07,0.93,,0.59,0.07,0.05,98.8,180.2,9.4,23.3,6.7,2.5,"","19.05.1995","","NA0024"
"NA",2,5,,,"730132",73.5,9.5,5.2,3.85,1.61,1.99,,0.79,0.08,0.01,99.6,196.1,13.1,37.6,9.7,2.9,"","19.05.1995","","NA0025"
"IT",4,1,0,10,"690017",68.2,14.7,5.4,0.47,0.6,2.61,,0.95,0.32,0.11,6.4,99.8,7.9,33.6,6.4,4.3,"","","","IT0041"
"IT",4,2,25,45,"690018",65.9,17.2,6.1,0.37,0.68,2.51,,1,0.27,0.09,5.8,99.9,6.5,28.8,5.3,4.4,"","","","IT0042"
"IT",4,3,80,100,"690019",63.4,18.9,6.1,0.35,0.62,2.21,,0.88,0.26,0.08,6.8,99.6,5.7,27.7,4.7,4.9,"","","","IT0043"
"IT",4,4,110,120,"690020",67.8,18,4.2,0.24,0.47,2.56,,0.56,0.07,0.04,5.7,99.6,6.4,43,5.6,6.7,"","","","IT0044"
"IT",4,5,130,140,"690021",65.4,19.3,5.2,0.28,0.49,2.3,,0.67,0.1,0.05,6.4,100.2,5.8,33.5,4.9,5.8,"","","","IT0045"
"IT",6,1,0,15,"690093",43.7,18.8,6.5,4.8,,2,0.37,0.79,,,20.4,94,3.9,17.9,3.2,4.5,"","","","IT0061"
"IT",6,2,25,35,"690094",50.7,21.8,7.8,1.3,,2.5,0.36,0.97,,,14.7,96.8,3.9,17.3,3.2,4.4,"","","","IT0062"
